ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.3463,3.1524,9.5397,-1.0857,3.2723,9.184,-0.2606,-0.1199,0.3557,0.0181,-0.0405,0.033,0.0,-1.15,5.45,-31.15,17.22,-19.49,6.74,3.1,959.65,48.206,43.53872,-96.73102,1371.29,1473.700758473621,,13.5,35.48387,47.7,18 / 21,1110006,2018-06-18 23:19:18:154
-1.2724,3.077,9.4231,-1.0775,3.3201,9.1678,-0.1949,-0.2431,0.2552,0.0522,-0.0162,0.0405,0.0,-2.7,6.5,-31.35,21.38,-19.6,6.67,3.1,959.53,46.98,43.53869,-96.730965,1369.68,1473.700758473621,,11.7,35.48387,91.6,18 / 21,1110507,2018-06-18 23:19:18:655
-1.352,3.0149,9.675,-1.1144,3.3617,9.1482,-0.2376,-0.3468,0.5268,0.0754,0.0146,0.0575,0.0,-1.35,3.65,-30.95,18.39,-20.04,6.95,3.1,959.43,47.512,43.53869,-96.730965,1369.68,1473.700758473621,,11.7,35.48387,91.6,18 / 21,1111008,2018-06-18 23:19:19:156
-1.1366,3.2697,9.2991,-1.0537,3.3647,9.1544,-0.0829,-0.0951,0.1447,-0.0304,-0.0024,0.0551,0.0,-2.25,3.95,-30.75,21.52,-20.18,6.76,3.1,959.52,47.932,43.538673,-96.73091,1370.32,1473.700758473621,,12.6,35.48387,93.9,18 / 21,1111507,2018-06-18 23:19:19:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.55,48.395,43.538673,-96.73091,1370.32,1473.700758473621,,12.6,35.48387,93.9,18 / 21,1112008,2018-06-18 23:19:20:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.55,49.608,43.53868,-96.73087,1369.35,1473.700758473621,,12.6,35.48387,93.9,18 / 21,1112506,2018-06-18 23:19:20:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.66,51.373,43.53868,-96.73087,1369.35,1473.700758473621,,12.6,35.48387,93.9,18 / 21,1113008,2018-06-18 23:19:21:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,50.08,43.538654,-96.73082,1369.68,1473.700758473621,,14.4,35.48387,105.7,18 / 21,1113507,2018-06-18 23:19:21:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,49.308,43.538654,-96.73082,1369.68,1473.700758473621,,14.4,35.48387,105.7,18 / 21,1114007,2018-06-18 23:19:22:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,50.784,43.538643,-96.730774,1369.35,NaN,,14.4,38.709675,106.1,18 / 21,1114507,2018-06-18 23:19:22:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.51,50.513,43.538643,-96.730774,1369.35,NaN,,14.4,38.709675,106.1,18 / 21,1115007,2018-06-18 23:19:23:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.51,52.561,43.538666,-96.730736,1368.71,NaN,,12.6,35.48387,86.7,18 / 21,1115507,2018-06-18 23:19:23:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,52.977,43.538666,-96.730736,1368.71,NaN,,12.6,35.48387,86.7,18 / 21,1116006,2018-06-18 23:19:24:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.55,52.915,43.53869,-96.7307,1370.0,NaN,,13.5,32.258064,56.7,18 / 21,1116507,2018-06-18 23:19:24:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.49,50.552,43.53869,-96.7307,1370.0,NaN,,13.5,32.258064,56.7,18 / 21,1117007,2018-06-18 23:19:25:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.53,51.554,43.53872,-96.73067,1365.48,NaN,,14.4,32.258064,43.5,18 / 21,1117507,2018-06-18 23:19:25:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.54,52.185,43.53872,-96.73067,1365.48,NaN,,14.4,32.258064,43.5,18 / 21,1118008,2018-06-18 23:19:26:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,51.12,43.538746,-96.73063,1364.84,NaN,,13.5,32.258064,43.1,19 / 21,1118506,2018-06-18 23:19:26:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,52.682,43.538746,-96.73063,1364.84,NaN,,13.5,32.258064,43.1,19 / 21,1119008,2018-06-18 23:19:27:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.64,51.635,43.538773,-96.73061,1365.48,NaN,,13.5,29.032257,29.0,19 / 21,1119506,2018-06-18 23:19:27:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.61,53.172,43.538773,-96.73061,1365.48,NaN,,13.5,29.032257,29.0,19 / 21,1120007,2018-06-18 23:19:28:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.56,50.476,43.538803,-96.730606,1363.55,NaN,,13.5,29.032257,10.8,19 / 21,1120507,2018-06-18 23:19:28:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.59,52.32,43.538803,-96.730606,1363.55,NaN,,13.5,29.032257,10.8,19 / 21,1121007,2018-06-18 23:19:29:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.63,52.244,43.53883,-96.73063,1363.87,NaN,,11.7,29.032257,343.5,19 / 21,1121507,2018-06-18 23:19:29:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,52.153,43.53883,-96.73063,1363.87,NaN,,11.7,29.032257,343.5,19 / 21,1122007,2018-06-18 23:19:30:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,53.573,43.53884,-96.730675,1363.55,NaN,,11.7,32.258064,308.5,19 / 21,1122507,2018-06-18 23:19:30:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.54,51.99,43.53884,-96.730675,1363.55,NaN,,11.7,32.258064,308.5,19 / 21,1123007,2018-06-18 23:19:31:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.66,48.426,43.538837,-96.73072,1363.23,NaN,,11.7,32.258064,277.0,19 / 21,1123507,2018-06-18 23:19:31:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.63,48.829,43.538837,-96.73072,1363.23,NaN,,11.7,32.258064,277.0,19 / 21,1124008,2018-06-18 23:19:32:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,47.268,43.53881,-96.73075,1361.61,NaN,,10.8,32.258064,245.0,18 / 20,1124507,2018-06-18 23:19:32:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.63,45.222,43.53881,-96.73075,1361.61,NaN,,10.8,32.258064,245.0,18 / 20,1125007,2018-06-18 23:19:33:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,45.266,43.538784,-96.73077,1358.39,NaN,,9.9,29.032257,213.2,18 / 21,1125507,2018-06-18 23:19:33:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.51,46.958,43.538784,-96.73077,1358.39,NaN,,9.9,29.032257,213.2,18 / 21,1126007,2018-06-18 23:19:34:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.55,46.877,43.53876,-96.73076,1356.45,NaN,,8.1,29.032257,176.9,18 / 21,1126507,2018-06-18 23:19:34:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.58,49.515,43.53876,-96.73076,1356.45,NaN,,8.1,29.032257,176.9,18 / 21,1127006,2018-06-18 23:19:35:154
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.55,51.058,43.53873,-96.73074,1359.03,NaN,,9.0,29.032257,169.6,18 / 20,1127506,2018-06-18 23:19:35:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.51,52.433,43.53873,-96.73074,1359.03,NaN,,9.0,29.032257,169.6,18 / 20,1128007,2018-06-18 23:19:36:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,54.783,43.538704,-96.73074,1356.45,NaN,,9.9,29.032257,182.8,18 / 20,1128507,2018-06-18 23:19:36:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.56,51.701,43.538704,-96.73074,1356.45,NaN,,9.9,29.032257,182.8,18 / 20,1129007,2018-06-18 23:19:37:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.56,52.548,43.538677,-96.73076,1357.1,NaN,,9.9,32.258064,202.8,18 / 20,1129507,2018-06-18 23:19:37:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.49,51.0,43.538677,-96.73076,1357.1,NaN,,9.9,32.258064,202.8,18 / 20,1130009,2018-06-18 23:19:38:157
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,54.382,43.53866,-96.7308,1357.74,NaN,,10.8,29.032257,230.2,19 / 20,1130507,2018-06-18 23:19:38:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.54,57.563,43.53866,-96.7308,1357.74,NaN,,10.8,29.032257,230.2,19 / 20,1131007,2018-06-18 23:19:39:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.65,50.865,43.538647,-96.73086,1356.45,NaN,,14.4,29.032257,251.7,19 / 20,1131507,2018-06-18 23:19:39:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.53,49.137,43.538647,-96.73086,1356.45,NaN,,14.4,29.032257,251.7,19 / 20,1132007,2018-06-18 23:19:40:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.67,50.549,43.53865,-96.73091,1359.03,NaN,,14.4,32.258064,267.7,20 / 20,1132507,2018-06-18 23:19:40:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.67,48.229,43.53865,-96.73091,1359.03,NaN,,14.4,32.258064,267.7,20 / 20,1133008,2018-06-18 23:19:41:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.54,47.688,43.538654,-96.73096,1358.71,NaN,,14.4,32.258064,271.8,20 / 20,1133507,2018-06-18 23:19:41:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,46.318,43.538654,-96.73096,1358.71,NaN,,14.4,32.258064,271.8,20 / 20,1134009,2018-06-18 23:19:42:157
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.52,44.895,43.538654,-96.73101,1356.77,NaN,,13.5,29.032257,274.0,20 / 20,1134507,2018-06-18 23:19:42:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.64,45.247,43.538654,-96.73101,1356.77,1469.0380169967173,,13.5,29.032257,274.0,20 / 20,1135007,2018-06-18 23:19:43:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.61,44.013,43.538666,-96.73105,1355.48,1469.0380169967173,,10.8,32.258064,275.8,20 / 20,1135507,2018-06-18 23:19:43:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.62,51.931,43.538666,-96.73105,1355.48,1469.0380169967173,,10.8,32.258064,275.8,20 / 20,1136008,2018-06-18 23:19:44:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.65,45.489,43.53867,-96.73107,1353.87,1469.0380169967173,,8.1,32.258064,279.1,20 / 20,1136507,2018-06-18 23:19:44:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.54,44.109,43.53867,-96.73107,1353.87,1469.0380169967173,,8.1,32.258064,279.1,20 / 20,1137008,2018-06-18 23:19:45:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,42.549,43.53867,-96.731094,1354.52,1469.0380169967173,,8.1,29.032257,280.0,20 / 20,1137506,2018-06-18 23:19:45:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.61,42.207,43.53867,-96.731094,1354.52,1469.0380169967173,,8.1,29.032257,280.0,20 / 20,1138008,2018-06-18 23:19:46:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.58,41.641,43.538673,-96.73112,1356.13,1469.0380169967173,,7.2,32.258064,282.2,20 / 20,1138507,2018-06-18 23:19:46:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.61,39.782,43.538673,-96.73112,1356.13,1469.0380169967173,,7.2,32.258064,282.2,20 / 20,1139008,2018-06-18 23:19:47:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.56,41.53,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,20 / 20,1139507,2018-06-18 23:19:47:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.56,42.012,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,20 / 20,1140008,2018-06-18 23:19:48:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.63,41.117,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,20 / 21,1140507,2018-06-18 23:19:48:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.66,42.897,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,20 / 21,1141007,2018-06-18 23:19:49:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.63,40.881,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,20 / 21,1141507,2018-06-18 23:19:49:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.6,43.632,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,20 / 21,1142008,2018-06-18 23:19:50:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.68,43.555,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,19 / 20,1142507,2018-06-18 23:19:50:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.64,45.34,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,19 / 20,1143007,2018-06-18 23:19:51:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.64,45.494,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,19 / 21,1143507,2018-06-18 23:19:51:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.64,46.448,43.538677,-96.73113,1356.13,1469.0380169967173,,6.3,32.258064,284.1,19 / 21,1144007,2018-06-18 23:19:52:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.61,53.867,43.53868,-96.731155,1356.77,1469.0380169967173,,3.6,32.258064,273.1,19 / 21,1144507,2018-06-18 23:19:52:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.47,54.591,43.53868,-96.731155,1356.77,1469.0380169967173,,3.6,32.258064,273.1,19 / 21,1145008,2018-06-18 23:19:53:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.65,55.519,43.53867,-96.7312,1355.48,1469.0380169967173,,11.7,32.258064,257.1,19 / 21,1145507,2018-06-18 23:19:53:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.5,57.281,43.53867,-96.7312,1355.48,1469.0380169967173,,11.7,32.258064,257.1,19 / 21,1146007,2018-06-18 23:19:54:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.53,53.514,43.538643,-96.73125,1352.9,1469.0380169967173,,16.2,32.258064,241.6,19 / 21,1146506,2018-06-18 23:19:54:654
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.44,53.342,43.538643,-96.73125,1352.9,1469.0380169967173,,16.2,32.258064,241.6,19 / 21,1147007,2018-06-18 23:19:55:155
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.57,54.757,43.538597,-96.7313,1351.94,1469.0380169967173,,21.6,32.258064,223.8,19 / 21,1147507,2018-06-18 23:19:55:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.51,55.878,43.538597,-96.7313,1351.94,1469.0380169967173,,21.6,32.258064,223.8,19 / 21,1148008,2018-06-18 23:19:56:156
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.45,55.73,43.538506,-96.7313,1354.19,1469.0380169967173,,26.1,29.032257,187.5,19 / 21,1148507,2018-06-18 23:19:56:655
-1.2075,2.9421,8.317,-0.9294,3.3102,9.1876,-0.2781,-0.3681,-0.8706,-0.1124,-0.2032,0.0429,0.0,-3.25,5.55,-30.2,21.03,-19.72,5.78,3.1,959.48,53.402,43.538506,-96.7313,1354.19,1469.0380169967173,,26.1,29.032257,187.5,19 / 21,1149008,2018-06-18 23:19:57:156
