ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.6298,2.9448,10.2637,-1.3698,2.7585,9.3139,-0.26,0.1864,0.9498,-0.0035,-0.1342,0.0229,0.0,0.4,22.35,-47.6,11.46,-16.33,8.37,3.1,961.17,59.921,43.507957,-96.73113,1336.45,1413.0728033289731,,71.1,29.032257,359.9,20 / 21,867507,2018-06-18 23:15:15:655
-1.1772,2.3524,8.743,-1.223,2.6628,9.3621,0.0458,-0.3105,-0.6191,-0.0495,8.0E-4,0.0099,0.0,9.05,12.2,-41.55,352.1,-15.9,7.79,3.1,961.06,59.114,43.507957,-96.73113,1336.45,1413.0728033289731,,71.1,29.032257,359.9,20 / 21,868019,2018-06-18 23:15:16:167
-1.2113,2.8486,10.4818,-1.2453,2.6667,9.3581,0.034,0.1819,1.1237,-0.0322,-0.0501,8.0E-4,0.0,4.4,25.5,-20.4,357.51,-15.77,7.58,3.1,961.21,58.462,43.50813,-96.73113,1335.48,1413.0728033289731,,72.0,29.032257,359.7,19 / 20,868511,2018-06-18 23:15:16:659
-1.0926,2.6116,9.3681,-1.1107,2.5886,9.3969,0.1849,0.1189,0.2648,0.0019,-0.1103,0.0032,0.0,-6.15,25.2,-33.75,16.86,-15.3,6.74,3.1,961.15,58.774,43.50813,-96.73113,1335.48,1413.0728033289731,,72.0,29.032257,359.7,19 / 20,869008,2018-06-18 23:15:17:156
-1.1005,2.2349,7.8962,-1.0679,2.5305,9.4175,0.1491,-0.1781,-0.9279,-0.061,-0.02,-0.0059,0.0,-5.95,28.95,-39.95,15.37,-14.95,6.47,3.1,961.02,59.549,43.508297,-96.73115,1333.23,1413.0728033289731,,72.0,29.032257,359.7,19 / 21,869507,2018-06-18 23:15:17:655
-1.0869,2.1037,9.2856,-1.1453,2.526,9.4097,-0.2834,0.3236,2.3416,0.3989,-0.4756,0.0178,0.0,0.5,18.15,-39.55,7.91,-14.92,6.94,3.1,961.19,66.441,43.508297,-96.73115,1333.23,1413.0728033289731,,72.0,29.032257,359.7,19 / 21,870007,2018-06-18 23:15:18:155
-1.342,2.7308,10.1926,-1.0971,2.5062,9.4207,-0.1193,0.2088,0.5122,-0.0391,-0.0466,0.012,0.0,0.15,26.55,-35.6,6.74,-14.8,6.64,3.1,961.1,70.989,43.50848,-96.73113,1331.94,1413.0728033289731,,71.1,29.032257,359.8,19 / 21,870507,2018-06-18 23:15:18:655
-1.3628,2.4985,9.6468,-1.0893,2.5049,9.422,-0.1099,0.0549,-0.1762,-0.0471,0.0762,0.0048,0.0,-0.1,25.95,-36.05,6.88,-14.79,6.59,3.1,961.08,59.535,43.50848,-96.73113,1331.94,1413.0728033289731,,71.1,29.032257,359.8,19 / 21,871008,2018-06-18 23:15:19:156
-1.0613,2.599,9.7473,-1.1393,2.5056,9.4159,-0.0039,0.1224,0.3419,-0.0282,0.0043,0.0064,0.0,-0.45,26.5,-35.55,7.0,-14.8,6.9,3.1,961.18,58.139,43.50865,-96.73113,1328.39,1413.0728033289731,,71.1,29.032257,359.8,19 / 21,871506,2018-06-18 23:15:19:654
-1.3467,2.7044,10.0835,-1.1941,2.5655,9.393,-0.1745,0.3217,1.2274,-0.0383,-0.122,0.0157,0.0,-0.2,26.6,-36.0,7.31,-15.16,7.24,3.1,961.27,58.428,43.50865,-96.73113,1328.39,1413.0728033289731,,71.1,29.032257,359.8,19 / 21,872007,2018-06-18 23:15:20:155
-1.1963,2.6589,9.7756,-1.1179,2.5627,9.403,-0.0784,0.0962,0.3726,0.0567,-0.0975,0.02,0.0,-0.65,26.35,-35.9,8.66,-15.14,6.78,3.1,961.28,58.094,43.50883,-96.73115,1327.74,1413.0728033289731,,71.1,29.032257,359.9,19 / 21,872507,2018-06-18 23:15:20:655
-0.9716,2.8387,9.5368,-1.1502,2.5357,9.4064,0.1786,0.303,0.1304,-0.0128,0.0091,-0.0104,0.0,-0.55,26.15,-35.55,8.88,-14.98,6.97,3.1,961.28,67.535,43.50883,-96.73115,1327.74,1413.0728033289731,,71.1,29.032257,359.9,19 / 21,873007,2018-06-18 23:15:21:155
-1.3336,2.4748,9.4888,-1.1607,2.5712,9.3955,-0.1729,-0.0964,0.0933,0.1406,0.2032,0.0099,0.0,-1.1,27.25,-35.95,8.69,-15.19,7.04,3.1,961.36,62.907,43.509007,-96.73113,1325.16,1413.0728033289731,,71.1,29.032257,359.9,19 / 21,873507,2018-06-18 23:15:21:655
-1.2117,2.5229,9.6861,-1.1685,2.585,9.3909,-0.0433,-0.0621,0.2952,0.036,0.0799,-0.0024,0.0,-2.4,25.4,-37.4,11.0,-15.28,7.09,3.1,961.4,60.759,43.509007,-96.73113,1325.16,1413.0728033289731,,71.1,29.032257,359.9,19 / 21,874006,2018-06-18 23:15:22:154
-1.233,2.3109,9.4229,-1.1236,2.4806,9.4244,-0.1094,-0.1697,-0.0015,0.0495,-0.0815,0.0205,4.0,-1.25,22.95,-37.7,9.81,-14.65,6.8,3.1,961.23,68.322,43.509186,-96.73113,1320.65,1413.0728033289731,,71.1,29.032257,0.2,18 / 21,874507,2018-06-18 23:15:22:655
-1.0905,2.1661,9.0872,-1.1535,2.4649,9.4249,0.063,-0.2988,-0.3377,-0.0719,0.0977,0.0067,0.0,-1.0,23.9,-34.95,9.33,-14.55,6.98,3.1,961.37,67.119,43.509186,-96.73113,1320.65,1413.0728033289731,,71.1,29.032257,0.2,18 / 21,875008,2018-06-18 23:15:23:156
-1.3903,2.3446,9.6489,-1.273,2.4347,9.4174,-0.1174,-0.0901,0.2316,-0.069,0.0234,0.0256,0.0,-0.1,25.25,-34.8,8.13,-14.37,7.7,3.1,961.33,59.652,43.50936,-96.73113,1321.29,1413.0728033289731,,70.2,29.032257,0.4,18 / 21,875507,2018-06-18 23:15:23:655
-1.4907,2.6181,10.1202,-1.3241,2.4206,9.4139,-0.1666,0.1974,0.7062,-0.008,-0.1164,0.0274,0.0,-1.8,27.15,-37.05,11.48,-14.29,8.01,3.1,961.27,60.435,43.50936,-96.73113,1321.29,1413.0728033289731,,70.2,29.032257,0.4,18 / 21,876008,2018-06-18 23:15:24:156
-1.5981,2.1852,9.0575,-1.3548,2.3989,9.4151,-0.2432,-0.2138,-0.3576,0.057,0.0919,0.0093,0.0,-1.8,29.4,-36.4,10.94,-14.15,8.19,3.1,961.36,60.398,43.50954,-96.73113,1320.0,1413.0728033289731,,70.2,29.032257,0.2,18 / 21,876507,2018-06-18 23:15:24:655
-1.6012,2.2805,9.3443,-1.3771,2.4016,9.4112,-0.2241,-0.1211,-0.0669,-0.0027,-0.0013,0.0213,0.0,-2.65,27.85,-36.85,13.02,-14.17,8.32,3.1,961.32,61.065,43.50954,-96.73113,1320.0,1413.0728033289731,,70.2,29.032257,0.2,18 / 21,877006,2018-06-18 23:15:25:154
-1.3697,2.8038,10.0092,-1.3206,2.4914,9.396,-0.0491,0.3124,0.6133,-0.0876,-0.1411,0.0226,0.0,0.2,26.1,-35.85,8.33,-14.71,8.0,3.1,961.32,61.257,43.50972,-96.73113,1321.29,1413.0728033289731,,72.0,32.258064,359.6,19 / 21,877507,2018-06-18 23:15:25:655
-1.2292,2.6029,9.5804,-1.286,2.5773,9.3775,0.0567,0.0256,0.2028,0.0623,0.1252,-0.0011,0.0,0.05,26.3,-35.55,8.08,-15.23,7.81,3.1,961.37,62.202,43.50972,-96.73113,1321.29,1413.0728033289731,,72.0,32.258064,359.6,19 / 21,878008,2018-06-18 23:15:26:156
-1.1029,2.4021,8.9556,-1.2468,2.5926,9.3786,0.1439,-0.1906,-0.423,0.0242,0.086,3.0E-4,0.0,-0.4,27.25,-35.6,7.62,-15.32,7.57,3.1,961.37,60.727,43.509888,-96.73113,1317.74,1413.0728033289731,,70.2,32.258064,359.4,20 / 21,878507,2018-06-18 23:15:26:655
-1.2646,2.8562,10.0594,-1.2656,2.6585,9.3576,0.001,0.1977,0.7017,-0.0631,-0.1675,0.024,0.0,-0.75,26.05,-35.8,9.53,-15.72,7.7,3.1,961.46,60.041,43.509888,-96.73113,1317.74,1413.0728033289731,,70.2,32.258064,359.4,20 / 21,879007,2018-06-18 23:15:27:155
-1.2713,2.61,9.5868,-1.2764,2.6106,9.3696,0.0573,0.1382,0.0957,-0.0354,0.0146,0.0053,0.0,-0.05,26.25,-33.85,7.65,-15.58,7.74,3.1,961.32,59.621,43.510048,-96.73112,1317.1,1413.0728033289731,,66.6,32.258064,2.1,21 / 21,879507,2018-06-18 23:15:27:655
-1.3999,2.6347,9.9872,-1.3207,2.608,9.3642,-0.1313,-0.0636,0.1561,0.0378,0.0344,0.0077,0.0,-0.7,28.4,-35.0,9.23,-15.42,8.03,3.1,961.44,59.081,43.510048,-96.73112,1317.1,1413.0728033289731,,66.6,32.258064,2.1,21 / 21,880006,2018-06-18 23:15:28:154
-1.3542,2.6098,9.5347,-1.3219,2.6179,9.3612,-0.1193,-0.0031,0.2864,-0.0024,0.0471,0.0117,0.0,-0.4,28.05,-35.8,7.85,-15.48,8.04,3.1,961.46,58.245,43.510216,-96.731125,1315.81,1413.0728033289731,,66.6,32.258064,0.3,21 / 21,880507,2018-06-18 23:15:28:655
-1.2785,2.7071,9.5217,-1.2857,2.6404,9.36,-0.0257,-0.0314,0.2031,0.0919,-0.0168,0.0093,0.0,-0.25,27.15,-35.65,7.95,-15.62,7.94,3.1,961.46,58.502,43.510216,-96.731125,1315.81,1413.0728033289731,,66.6,32.258064,0.3,21 / 21,881007,2018-06-18 23:15:29:155
-1.3279,2.6522,9.2638,-1.286,2.635,9.3615,-0.0072,-0.075,0.1912,-0.0479,-0.0969,0.0224,0.0,-0.25,25.5,-35.95,8.05,-15.58,7.82,3.1,961.35,59.963,43.51039,-96.73115,1315.16,1413.0728033289731,,68.4,32.258064,357.6,21 / 21,881507,2018-06-18 23:15:29:655
-1.2589,2.5824,9.3213,-1.2677,2.6374,9.3633,0.0642,0.0575,0.2865,-0.0905,-0.1036,0.0213,0.0,-0.65,25.75,-36.05,9.62,-15.72,7.8,3.1,961.44,59.506,43.51039,-96.73115,1315.16,1413.0728033289731,,68.4,32.258064,357.6,21 / 21,882008,2018-06-18 23:15:30:156
-1.2991,2.4157,9.1424,-1.2771,2.6131,9.3689,-0.022,-0.1974,-0.2265,-0.1236,-0.0266,0.0184,0.0,-0.55,25.95,-36.15,9.78,-15.7,7.95,3.1,961.38,59.75,43.510567,-96.73113,1314.84,1413.0728033289731,,69.3,32.258064,359.5,21 / 21,882507,2018-06-18 23:15:30:655
-1.3382,2.6112,9.4738,-1.2721,2.6345,9.3635,-0.0662,-0.0234,0.1103,-0.0013,-0.0067,0.017,0.0,-1.45,29.15,-36.55,8.99,-15.58,7.74,3.1,961.38,58.324,43.510567,-96.73113,1314.84,1407.3012967585205,,69.3,32.258064,359.5,21 / 21,883008,2018-06-18 23:15:31:156
-1.2869,2.7339,9.8289,-1.2885,2.6215,9.365,0.0016,0.1124,0.4639,-0.0035,0.0679,0.0075,0.0,-0.8,26.5,-36.0,9.43,-15.5,7.83,3.1,961.43,59.234,43.51073,-96.73115,1314.19,1407.3012967585205,,67.5,29.032257,359.4,20 / 21,883507,2018-06-18 23:15:31:655
-1.2469,2.7642,9.7563,-1.2475,2.616,9.372,6.0E-4,0.1482,0.3843,-0.0181,0.0274,0.0064,0.0,-0.05,25.6,-36.45,7.82,-15.47,7.58,3.1,961.32,60.132,43.51073,-96.73115,1314.19,1407.3012967585205,,67.5,29.032257,359.4,20 / 21,884007,2018-06-18 23:15:32:155
-1.3976,2.6173,9.7208,-1.2421,2.6517,9.3627,-0.1555,-0.0344,0.3581,-0.0037,-0.0064,0.0117,0.0,-0.15,26.25,-36.0,7.77,-15.68,7.56,3.1,961.37,58.801,43.510906,-96.73115,1314.84,1407.3012967585205,,67.5,32.258064,359.2,20 / 21,884507,2018-06-18 23:15:32:655
-1.1789,2.6694,9.2271,-1.2086,2.6561,9.3659,0.0296,0.0133,-0.1388,-0.0314,0.0333,0.0096,0.0,-0.5,26.7,-36.25,7.36,-15.71,7.35,3.1,961.37,59.871,43.510906,-96.73115,1314.84,1407.3012967585205,,67.5,32.258064,359.2,20 / 21,885008,2018-06-18 23:15:33:156
-1.2526,2.6841,9.1963,-1.2367,2.6522,9.3633,-0.0159,0.0319,-0.1671,0.0429,0.0383,-0.0016,0.0,-0.85,25.4,-37.95,9.89,-15.69,7.52,3.1,961.44,59.203,43.51107,-96.73115,1312.58,1407.3012967585205,,66.6,32.258064,359.4,20 / 21,885507,2018-06-18 23:15:33:655
-1.2647,2.7436,9.111,-1.2364,2.6981,9.3502,-0.0283,0.0455,-0.2392,-0.0525,-0.0048,0.0109,0.0,-0.6,24.7,-38.1,9.86,-15.96,7.53,3.1,961.41,56.919,43.51107,-96.73115,1312.58,1407.3012967585205,,66.6,32.258064,359.4,20 / 21,886008,2018-06-18 23:15:34:156
-1.3171,2.6645,9.2705,-1.2375,2.6377,9.3672,-0.0039,-9.0E-4,0.0063,-0.0642,-0.0216,0.012,0.0,-0.9,25.95,-37.5,9.5,-15.6,7.53,3.1,961.36,57.374,43.51124,-96.73115,1314.19,1407.3012967585205,,66.6,32.258064,359.4,20 / 21,886506,2018-06-18 23:15:34:654
-1.4042,2.8981,9.7489,-1.2661,2.7169,9.3407,-0.1043,-0.1325,0.0699,-0.0027,-0.0146,0.0146,0.0,-1.8,26.4,-38.45,11.34,-16.08,7.72,3.1,961.44,56.323,43.51124,-96.73115,1314.19,1407.3012967585205,,66.6,32.258064,359.4,20 / 21,887008,2018-06-18 23:15:35:156
-1.3014,2.7811,9.706,-1.2471,2.7001,9.3482,-0.0518,0.0457,0.0452,0.029,0.0719,0.0043,0.0,-0.8,25.15,-38.1,9.93,-15.98,7.6,3.1,961.32,56.864,43.5114,-96.73115,1314.19,1407.3012967585205,,66.6,29.032257,359.4,21 / 21,887507,2018-06-18 23:15:35:655
-1.3583,2.6851,9.4849,-1.2231,2.7013,9.3511,-0.0683,0.0491,0.0015,-0.0194,-0.1265,0.02,0.0,-0.7,24.8,-37.85,9.83,-15.92,7.5,3.1,961.43,56.189,43.5114,-96.73115,1314.19,1407.3012967585205,,66.6,29.032257,359.4,21 / 21,888007,2018-06-18 23:15:36:155
-1.4816,2.7559,9.5477,-1.3017,2.701,9.3404,-0.1799,0.0549,0.2073,-0.0921,-0.1052,0.0189,0.0,-0.65,25.85,-37.15,9.87,-15.98,7.93,3.1,961.32,58.073,43.511574,-96.73115,1315.48,1407.3012967585205,,66.6,32.258064,359.5,20 / 21,888507,2018-06-18 23:15:36:655
-1.4098,2.9628,10.0598,-1.3448,2.7424,9.3223,-0.065,0.2203,0.7375,-0.0237,-0.0629,0.0178,0.0,-1.1,24.75,-36.2,10.24,-16.23,8.21,3.1,961.26,59.689,43.511574,-96.73115,1315.48,1407.3012967585205,,66.6,32.258064,359.5,20 / 21,889007,2018-06-18 23:15:37:155
-1.3439,2.7535,9.56,-1.3056,2.7372,9.3293,-0.0383,0.0163,0.2307,0.0344,0.1007,0.0045,0.0,-0.25,25.95,-35.55,8.13,-16.2,7.97,3.1,961.3,60.463,43.511745,-96.731155,1315.48,1407.3012967585205,,66.6,32.258064,359.4,20 / 21,889506,2018-06-18 23:15:37:654
-1.3637,2.6751,9.5626,-1.2917,2.7338,9.3323,-0.072,-0.0587,0.2302,0.0437,0.0168,0.0099,0.0,-0.9,26.05,-35.65,9.65,-16.18,7.88,3.1,961.3,61.165,43.511745,-96.731155,1315.48,1407.3012967585205,,66.6,32.258064,359.4,20 / 21,890008,2018-06-18 23:15:38:156
-1.3924,2.6284,9.419,-1.3219,2.7293,9.3293,-0.0705,-0.1009,0.0897,-0.0346,-0.0607,0.0189,6.0,-0.85,26.85,-35.5,9.43,-16.15,8.06,3.1,961.33,59.952,43.511906,-96.731155,1311.61,1407.3012967585205,,66.6,32.258064,359.6,20 / 21,890507,2018-06-18 23:15:38:655
-1.3505,2.5703,9.3876,-1.3128,2.6951,9.3406,-0.0377,-0.1248,0.047,0.045,-0.0514,0.0109,0.0,-0.9,27.25,-36.4,9.54,-15.95,8.0,3.1,961.37,57.725,43.511906,-96.731155,1311.61,1407.3012967585205,,66.6,32.258064,359.6,20 / 21,891007,2018-06-18 23:15:39:155
-1.2988,2.6586,9.4865,-1.3066,2.7251,9.3328,0.0078,-0.0665,0.1537,-0.0549,-0.0522,0.0123,0.0,-0.05,25.8,-36.15,8.14,-16.13,7.97,3.1,961.32,57.712,43.512074,-96.731155,1311.61,1407.3012967585205,,65.7,29.032257,359.5,20 / 21,891507,2018-06-18 23:15:39:655
-1.2155,2.7246,9.9275,-1.2517,2.6916,9.35,0.0362,0.0331,0.5775,0.0802,0.0407,0.0072,0.0,-0.6,25.05,-35.1,9.54,-15.92,7.62,3.1,961.35,55.824,43.512074,-96.731155,1311.61,1407.3012967585205,,65.7,29.032257,359.5,20 / 21,892008,2018-06-18 23:15:40:156
-1.2086,2.707,9.4475,-1.2393,2.6652,9.3593,0.0307,0.0418,0.0882,0.0514,-0.0328,0.0072,0.0,-0.25,25.05,-35.5,7.81,-15.76,7.54,3.1,961.33,57.591,43.51224,-96.73116,1311.94,1407.3012967585205,,65.7,32.258064,359.6,20 / 21,892507,2018-06-18 23:15:40:655
-1.0987,2.3229,8.9044,-1.1809,2.614,9.3811,0.0822,-0.2911,-0.4768,0.106,0.0027,0.0069,0.0,-0.6,25.95,-35.2,8.89,-15.45,7.17,3.1,961.33,55.27,43.51224,-96.73116,1311.94,1407.3012967585205,,65.7,32.258064,359.6,20 / 21,893007,2018-06-18 23:15:41:155
-1.2004,2.4838,9.4263,-1.1837,2.5511,9.3981,-0.0166,-0.0674,0.0283,0.02,0.0083,0.0048,6.0,0.0,25.2,-35.4,7.51,-15.07,7.18,3.1,961.24,57.973,43.5124,-96.73116,1311.94,1407.3012967585205,,63.9,29.032257,359.5,20 / 21,893507,2018-06-18 23:15:41:655
-1.0499,2.4259,9.31,-1.1655,2.5615,9.3976,0.1156,-0.1356,-0.0876,-0.0842,-0.1246,0.0205,0.0,-0.15,26.05,-36.1,7.33,-15.14,7.07,3.1,961.3,59.098,43.5124,-96.73116,1311.94,1407.3012967585205,,63.9,29.032257,359.5,20 / 21,894006,2018-06-18 23:15:42:154
-0.9905,2.4631,9.3781,-1.1116,2.5034,9.4198,0.1211,-0.0403,-0.0416,0.0671,0.1116,0.0048,0.0,0.0,25.15,-34.9,7.08,-14.78,6.73,3.1,961.21,58.673,43.512554,-96.731155,1313.23,1407.3012967585205,,63.9,32.258064,359.4,21 / 21,894507,2018-06-18 23:15:42:655
-1.2598,2.5263,9.675,-1.1228,2.4754,9.4259,-0.137,0.0509,0.2491,0.1127,0.118,-0.0011,0.0,-0.3,25.95,-35.55,7.1,-14.62,6.79,3.1,961.31,59.281,43.512554,-96.731155,1313.23,1407.3012967585205,,63.9,32.258064,359.4,21 / 21,895008,2018-06-18 23:15:43:156
-1.3921,2.6809,9.6678,-1.1483,2.4967,9.4172,-0.2438,0.1843,0.2506,-0.1007,-0.2099,0.0269,0.0,0.2,24.8,-35.9,7.46,-14.74,6.95,3.1,961.25,59.478,43.5127,-96.73116,1315.48,1407.3012967585205,,62.1,29.032257,359.5,21 / 21,895507,2018-06-18 23:15:43:655
-1.2149,2.8594,9.5647,-1.1745,2.5697,9.3943,-0.0404,0.2896,0.1703,-0.0796,-0.094,0.0194,0.0,0.5,25.25,-35.25,5.75,-15.19,7.13,3.1,961.25,60.477,43.5127,-96.73116,1315.48,1407.3012967585205,,62.1,29.032257,359.5,21 / 21,896008,2018-06-18 23:15:44:156
-1.4152,2.8369,9.5531,-1.2257,2.6255,9.3723,-0.1895,0.2114,0.1808,0.0621,0.1238,0.0027,0.0,-0.8,24.95,-35.85,9.56,-15.52,7.45,3.1,961.26,66.84,43.512848,-96.73116,1312.9,1407.3012967585205,,60.3,29.032257,359.6,21 / 21,896507,2018-06-18 23:15:44:655
-1.262,2.9073,9.3145,-1.2396,2.6871,9.3529,-0.0225,0.2202,-0.0383,-0.0021,0.0075,0.0056,0.0,-0.1,23.95,-35.75,8.19,-15.9,7.55,3.1,961.26,61.515,43.512848,-96.73116,1312.9,1407.3012967585205,,60.3,29.032257,359.6,21 / 21,897006,2018-06-18 23:15:45:154
-1.4872,2.7851,9.6515,-1.264,2.7104,9.343,-0.2232,0.0747,0.3085,-0.0559,-0.0157,0.0112,2.0,-0.45,23.95,-35.25,8.18,-16.04,7.7,3.1,961.26,57.957,43.513,-96.73116,1312.9,1407.3012967585205,,60.3,29.032257,359.8,21 / 21,897506,2018-06-18 23:15:45:654
-1.4475,2.8597,9.8122,-1.3035,2.6907,9.3433,-0.144,0.169,0.469,0.0035,-0.0636,0.0104,0.0,-0.45,25.25,-35.8,8.37,-15.92,7.94,3.1,961.23,58.529,43.513,-96.73116,1312.9,1407.3012967585205,,60.3,29.032257,359.8,21 / 21,898007,2018-06-18 23:15:46:155
-1.5099,2.6957,9.3756,-1.3167,2.6475,9.3536,-0.1932,0.0482,0.022,-0.2557,-0.1403,0.0261,0.0,-0.7,25.7,-35.85,9.85,-15.66,8.01,3.1,961.26,58.342,43.513153,-96.731155,1310.0,1407.3012967585205,,60.3,32.258064,359.9,21 / 21,898507,2018-06-18 23:15:46:655
-1.3598,2.6336,9.0635,-1.3229,2.7221,9.3314,-0.0368,-0.0885,-0.2679,0.0029,0.086,0.0051,0.0,-0.8,26.3,-35.4,9.69,-16.11,8.07,3.1,961.2,60.314,43.513153,-96.731155,1310.0,1407.3012967585205,,60.3,32.258064,359.9,21 / 21,899008,2018-06-18 23:15:47:156
-1.5376,2.8478,9.986,-1.3719,2.7457,9.3174,-0.1447,0.0609,0.5772,0.0224,-0.1079,0.0208,0.0,-0.05,25.85,-35.45,8.37,-16.25,8.38,3.1,961.26,57.169,43.513306,-96.731155,1310.0,1407.3012967585205,,60.3,32.258064,359.9,21 / 21,899507,2018-06-18 23:15:47:655
-1.397,2.7803,9.2581,-1.3414,2.7516,9.3201,-0.0768,-0.138,-0.3076,-0.0336,0.0423,0.0115,0.0,-0.4,25.65,-35.75,8.35,-16.29,8.19,3.1,961.29,58.108,43.513306,-96.731155,1310.0,1407.3012967585205,,60.3,32.258064,359.9,21 / 21,900007,2018-06-18 23:15:48:155
-1.461,2.8555,9.6004,-1.3605,2.742,9.3201,-0.1004,0.1135,0.2804,0.0029,-0.1212,0.0117,0.0,-1.35,26.15,-35.95,10.06,-16.23,8.31,3.1,961.26,58.227,43.513447,-96.731155,1310.65,1407.3012967585205,,60.3,32.258064,359.5,18 / 19,900507,2018-06-18 23:15:48:655
-1.442,2.8532,9.5596,-1.3673,2.7083,9.3289,-0.0747,0.1449,0.2307,-0.0245,-0.0549,0.0133,8.0,-0.5,25.05,-35.65,8.76,-16.03,8.34,3.1,961.26,60.937,43.513447,-96.731155,1310.65,1407.3012967585205,,60.3,32.258064,359.5,18 / 19,901007,2018-06-18 23:15:49:155
-1.4113,2.6945,9.394,-1.3765,2.7426,9.3177,-0.0347,-0.0481,0.0763,0.0184,0.0557,0.0072,0.0,-0.65,26.4,-35.35,10.0,-16.23,8.4,3.1,961.2,61.244,43.513603,-96.731155,1310.65,1407.3012967585205,,61.2,32.258064,359.8,18 / 21,901506,2018-06-18 23:15:49:654
-1.2144,2.7392,9.5941,-1.3137,2.727,9.3313,0.0992,0.0121,0.2629,-0.0173,-0.0165,0.0053,0.0,0.3,25.55,-35.15,8.02,-16.14,8.01,3.1,961.23,60.537,43.513603,-96.731155,1310.65,1407.3012967585205,,61.2,32.258064,359.8,18 / 21,902007,2018-06-18 23:15:50:155
-1.2019,2.6061,9.231,-1.2604,2.7174,9.3413,0.0585,-0.1114,-0.1103,-0.0445,0.0069,0.0037,0.0,0.25,25.75,-35.4,7.71,-16.08,7.68,3.1,961.29,58.184,43.51376,-96.73116,1309.68,1407.3012967585205,,60.3,32.258064,359.3,18 / 21,902507,2018-06-18 23:15:50:655
-1.1562,2.567,9.3756,-1.1968,2.6784,9.3609,0.0406,-0.1114,0.0147,-0.0245,-0.1422,0.016,0.0,0.3,24.95,-35.6,7.69,-15.84,7.29,3.1,961.27,57.878,43.51376,-96.73116,1309.68,1407.3012967585205,,60.3,32.258064,359.3,18 / 21,903006,2018-06-18 23:15:51:154
-0.9228,2.1977,9.61,-1.1206,2.5877,9.3958,0.1198,-0.1726,0.7236,-0.021,-0.1774,0.0146,0.0,0.15,25.55,-35.1,7.14,-15.56,7.07,3.1,961.3,60.768,43.513916,-96.73116,1309.68,1407.3012967585205,,60.3,32.258064,359.8,18 / 21,903507,2018-06-18 23:15:51:655
-0.9007,2.0253,10.1176,-1.0646,2.4271,9.4452,0.2899,-0.491,0.7695,0.1177,0.0253,0.0144,0.0,-1.75,28.8,-36.95,9.37,-14.32,6.43,3.1,961.24,61.351,43.513916,-96.73116,1309.68,NaN,,60.3,32.258064,359.8,18 / 21,904007,2018-06-18 23:15:52:155
-0.3943,1.9365,10.052,-0.8413,2.1413,9.5364,0.4414,-0.5512,-0.1551,0.0607,0.036,0.0083,0.0,-1.5,28.6,-37.25,6.56,-12.82,4.95,3.1,961.23,60.045,43.514065,-96.73116,1310.97,NaN,,59.4,29.032257,0.2,18 / 21,904507,2018-06-18 23:15:52:655
-0.4061,1.415,9.7167,-0.6745,1.9524,9.59,0.2596,-0.5917,0.4057,-0.0636,-0.0772,0.0202,0.0,-0.5,27.4,-36.15,4.8,-12.12,4.54,3.1,961.2,57.219,43.514065,-96.73116,1310.97,NaN,,59.4,29.032257,0.2,18 / 21,905007,2018-06-18 23:15:53:155
-0.0986,1.2836,10.0523,-0.5118,1.7886,9.6319,0.439,-0.6413,-0.1322,-0.061,0.1081,3.0E-4,0.0,-1.15,26.0,-38.05,5.3,-10.51,3.04,3.1,961.16,58.827,43.51422,-96.73116,1308.39,NaN,,62.1,32.258064,0.1,19 / 21,905507,2018-06-18 23:15:53:655
-0.2326,1.2991,10.2207,-0.3747,1.5922,9.6726,0.2479,-0.1828,0.6667,0.0764,-0.0019,0.0056,0.0,-0.95,26.25,-37.75,4.54,-9.52,2.31,3.1,961.28,59.196,43.51422,-96.73116,1308.39,NaN,,62.1,32.258064,0.1,19 / 21,906008,2018-06-18 23:15:54:156
-0.1512,1.4885,10.0163,-0.2876,1.4933,9.6913,0.3025,-0.0961,0.3542,-0.0093,-0.0748,0.0162,0.0,-0.55,25.5,-37.45,3.83,-8.76,1.7,3.1,961.28,57.293,43.514374,-96.73116,1308.39,NaN,,61.2,35.48387,358.9,18 / 21,906506,2018-06-18 23:15:54:654
