ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.798739,-9.101672,-3.455115,0.934503,0.014914,0.06365,6.0,-16.85,30.0,29.7,961.32,49.76142,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52809,2018-06-19 22:50:35:463
-0.621358,-9.54984,-1.915117,1.085771,-0.080161,0.057791,7.0,-16.8,33.75,27.25,961.26,49.76142,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,52910,2018-06-19 22:50:35:564
-0.73078,-9.613308,-1.279838,1.140632,-0.147273,0.119043,9.0,-16.8,35.45,25.4,961.26,49.76142,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53009,2018-06-19 22:50:35:663
-0.713267,-9.722582,0.380509,1.113201,-0.099869,0.057258,26.0,-16.45,38.6,20.7,961.23,48.8917,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53109,2018-06-19 22:50:35:763
-0.811612,-9.662706,1.143622,1.093494,-0.172839,0.049801,73.0,-16.1,40.0,18.0,961.26,48.8917,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53210,2018-06-19 22:50:35:864
-0.849184,-9.592352,1.862577,1.015463,-0.14168,0.126234,79.0,-15.7,41.35,15.25,961.16,48.8917,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53310,2018-06-19 22:50:35:964
-0.813259,-9.27591,3.049459,0.975516,0.070041,0.055394,83.0,-15.25,43.1,8.9,961.23,53.01868,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53409,2018-06-19 22:50:36:063
-0.982706,-8.884324,3.769162,0.863131,0.029028,0.127299,93.0,-14.9,43.45,5.55,961.29,53.01868,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53509,2018-06-19 22:50:36:163
-0.961301,-8.511002,4.926705,1.008273,-0.268713,0.061253,99.0,-14.5,43.9,-0.3,961.2,53.01868,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53609,2018-06-19 22:50:36:263
-0.927621,-8.308922,5.511988,1.189368,-0.222907,0.06871,58.0,-14.3,43.6,-3.25,961.2,53.01868,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53710,2018-06-19 22:50:36:364
-0.805774,-7.288493,6.461763,0.668453,-0.151268,-0.050067,59.0,-14.3,42.5,-8.8,961.32,49.88379,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53809,2018-06-19 22:50:36:463
-0.785417,-6.85739,6.691835,0.607467,-0.171774,-0.021039,60.0,-14.35,41.9,-11.15,961.16,49.88379,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,53910,2018-06-19 22:50:36:564
-0.817151,-6.66474,7.040011,0.629838,-0.183225,-0.063383,62.0,-14.2,40.75,-13.5,961.2,49.88379,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54009,2018-06-19 22:50:36:663
-0.414937,-6.050867,7.762109,0.711863,-0.003995,0.003728,60.0,-14.4,38.25,-18.1,961.2,49.88379,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54109,2018-06-19 22:50:36:763
-0.472268,-5.640121,8.087981,0.729706,0.12437,0.120908,60.0,-14.7,37.1,-19.9,961.2,48.36397,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54210,2018-06-19 22:50:36:864
-0.600401,-5.050497,8.711434,0.531301,-0.010386,0.020773,58.0,-14.9,34.55,-23.25,961.26,48.36397,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54310,2018-06-19 22:50:36:964
-0.710273,-4.444707,8.754696,0.428503,0.031425,-0.049801,55.0,-14.9,33.6,-24.7,961.2,48.36397,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54409,2018-06-19 22:50:37:063
-0.650248,-3.816763,9.02144,0.731038,-0.121174,-0.019707,55.0,-15.05,31.1,-27.35,961.23,47.10604,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54510,2018-06-19 22:50:37:164
-0.526455,-3.557203,9.273666,0.723315,-0.096939,-0.032757,39.0,-15.05,30.0,-28.75,961.26,47.10604,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54609,2018-06-19 22:50:37:263
-0.462538,-2.926414,9.365126,0.604538,-0.1518,-0.072971,35.0,-15.1,28.75,-30.05,961.2,47.10604,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54710,2018-06-19 22:50:37:364
-0.565973,-2.149231,9.575288,0.541687,0.082292,-0.017843,30.0,-15.35,26.2,-32.2,961.23,47.10604,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54809,2018-06-19 22:50:37:463
-0.597258,-1.792223,9.653126,0.461792,0.162985,-0.064715,26.0,-15.45,24.8,-32.9,961.23,48.69322,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,54910,2018-06-19 22:50:37:564
-0.719105,-1.147214,9.824222,0.495082,2.66E-4,-7.99E-4,26.0,-15.85,22.05,-34.7,961.23,48.69322,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55010,2018-06-19 22:50:37:664
-0.667612,-0.994532,10.02136,0.344879,-0.064448,-0.092944,34.0,-15.9,20.4,-35.6,961.17,48.69322,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55110,2018-06-19 22:50:37:764
-0.594414,-0.464185,9.95984,0.10413,0.041013,0.074302,42.0,-15.7,17.3,-36.55,961.17,48.69322,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55210,2018-06-19 22:50:37:864
-0.730331,-0.359702,9.86344,0.20533,-0.035154,0.074302,40.0,-15.55,16.1,-37.1,961.23,59.81204,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55310,2018-06-19 22:50:37:964
-0.732876,-0.217348,9.948612,0.07377,0.085754,0.001065,42.0,-15.45,14.85,-37.65,961.16,59.81204,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55410,2018-06-19 22:50:38:064
-0.602347,0.094154,9.972412,0.24581,0.167779,0.019707,50.0,-15.25,12.75,-38.45,961.26,59.81204,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55510,2018-06-19 22:50:38:164
-0.768652,0.174088,9.916728,0.1265,-0.173105,-0.144343,52.0,-15.2,12.0,-38.7,961.16,51.44121,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55610,2018-06-19 22:50:38:264
-0.797691,0.3609,9.85401,-0.139816,-0.21758,-0.160855,50.0,-15.25,10.85,-39.1,961.26,51.44121,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55709,2018-06-19 22:50:38:363
-0.520168,0.198188,10.109528,-0.223706,0.243413,0.046872,52.0,-15.2,10.6,-39.05,961.22,51.44121,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55809,2018-06-19 22:50:38:463
-0.747396,0.119003,9.889484,-0.132892,0.009854,-0.133691,50.0,-15.45,10.75,-39.0,961.26,51.44121,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,55909,2018-06-19 22:50:38:563
-0.655936,0.203427,9.90161,0.031425,-0.018908,-0.015713,46.0,-15.3,10.85,-38.85,961.25,51.69797,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56010,2018-06-19 22:50:38:664
-0.728984,0.258213,9.779314,0.143544,-0.04847,-0.013848,47.0,-15.35,10.8,-38.95,961.16,51.69797,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56111,2018-06-19 22:50:38:765
-0.767155,0.376767,9.827364,0.321976,-0.120908,-0.245011,53.0,-16.05,11.0,-39.1,961.22,51.69797,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56210,2018-06-19 22:50:38:864
-0.449066,0.581092,10.043514,0.042877,-0.18003,-0.327569,53.0,-16.3,11.0,-39.0,961.22,51.69797,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56310,2018-06-19 22:50:38:964
-0.526006,0.806523,9.876462,0.225836,0.095075,-0.041545,50.0,-16.95,10.05,-39.1,961.22,51.73445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56410,2018-06-19 22:50:39:064
-0.644111,0.86086,10.049204,0.027164,0.015713,0.029827,52.0,-16.95,9.4,-39.2,961.22,51.73445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56510,2018-06-19 22:50:39:164
-0.720003,0.881667,9.817486,-0.254598,-0.106526,-0.038616,51.0,-17.25,8.4,-39.15,961.35,51.73445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56609,2018-06-19 22:50:39:263
-0.718356,0.656984,9.886342,-0.074036,0.14674,-0.036752,49.0,-17.25,8.0,-39.35,961.28,51.73445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56709,2018-06-19 22:50:39:363
-0.687071,0.655337,9.63741,-0.396811,-0.067644,-0.038083,46.0,-17.2,7.7,-39.6,961.22,48.87787,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56810,2018-06-19 22:50:39:464
-0.682431,0.09625,9.9787,-0.040214,-0.112119,-0.031692,45.0,-17.45,8.9,-39.25,961.35,48.87787,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,56910,2018-06-19 22:50:39:564
-0.712369,0.106728,10.102192,-0.017577,-0.051665,-0.045007,46.0,-17.5,9.65,-38.95,961.26,48.87787,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57023,2018-06-19 22:50:39:677
-0.534838,0.230221,10.00744,-0.096939,0.025034,0.056193,45.0,-17.9,10.7,-38.75,961.32,48.15225,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57109,2018-06-19 22:50:39:763
-0.647853,0.147743,9.908046,0.006924,-0.054595,-0.063916,44.0,-18.15,11.3,-38.65,961.16,48.15225,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57210,2018-06-19 22:50:39:864
-0.46179,0.134121,9.957144,0.053263,-0.087352,0.028762,45.0,-18.7,12.0,-38.25,961.23,48.15225,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57310,2018-06-19 22:50:39:964
-0.627495,0.188009,9.801468,0.009055,-0.148338,0.007989,44.0,-18.7,12.05,-38.0,961.23,48.15225,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57409,2018-06-19 22:50:40:063
-0.599653,0.086969,9.99741,0.052464,-0.067112,-0.155795,45.0,-18.9,11.7,-38.1,961.37,64.20334,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57510,2018-06-19 22:50:40:164
-0.565374,0.13442,9.85356,0.017311,-0.009587,0.03036,44.0,-19.0,11.55,-38.35,961.29,64.20334,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57609,2018-06-19 22:50:40:263
-0.704435,-0.001946,9.80027,0.001864,0.011984,-0.017577,43.0,-19.05,11.65,-38.1,961.32,64.20334,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57709,2018-06-19 22:50:40:363
-0.603695,0.13966,10.09411,0.157393,-0.506001,-0.036219,43.0,-19.1,12.05,-37.75,961.32,64.20334,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57810,2018-06-19 22:50:40:464
-0.360001,0.238754,10.038426,-0.013582,-0.162719,0.063916,44.0,-19.15,11.9,-37.6,961.26,60.97612,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,57910,2018-06-19 22:50:40:564
-0.131576,0.439636,9.969568,-0.007191,-0.001065,0.378435,44.0,-19.5,11.7,-37.4,961.29,60.97612,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58010,2018-06-19 22:50:40:664
-0.187261,0.244442,9.95445,0.002397,-0.021572,0.093211,47.0,-19.8,11.85,-37.0,961.29,60.97612,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58110,2018-06-19 22:50:40:764
-0.137863,-0.122146,9.95939,-0.012251,0.006392,0.018908,47.0,-20.2,12.05,-36.5,961.26,60.97612,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58210,2018-06-19 22:50:40:864
-0.087718,0.26465,9.942176,0.0,-0.007191,0.011452,16.0,-20.9,12.05,-36.4,961.23,66.88277,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58309,2018-06-19 22:50:40:963
-0.080682,0.273332,9.943522,-0.003196,-0.008788,0.011984,10.0,-21.2,11.85,-36.05,961.29,66.88277,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58410,2018-06-19 22:50:41:064
-0.089664,0.276924,9.938134,-0.001864,-0.006392,0.010919,11.0,-21.4,12.55,-35.7,961.2,66.88277,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58509,2018-06-19 22:50:41:163
-0.089664,0.278271,9.945318,-0.001332,-0.008788,0.010919,11.0,-21.4,12.4,-35.75,961.32,66.88277,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58610,2018-06-19 22:50:41:264
-0.073647,0.289199,9.945918,-0.001332,-0.009587,0.011718,11.0,-21.5,12.4,-35.75,961.26,47.6249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58709,2018-06-19 22:50:41:363
-0.080383,0.282912,9.939182,0.003462,-0.004527,0.010919,13.0,-21.45,12.6,-35.9,961.32,47.6249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58810,2018-06-19 22:50:41:464
-0.085921,0.275128,9.938434,0.001065,-0.006924,0.011185,11.0,-21.4,12.8,-35.85,961.29,47.6249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,58909,2018-06-19 22:50:41:563
-0.089963,0.276176,9.93499,0.001332,-0.009055,0.011185,11.0,-21.15,12.8,-36.0,961.23,47.6249,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59010,2018-06-19 22:50:41:664
-0.085472,0.284259,9.952354,0.001864,-0.007989,0.012251,13.0,-21.3,12.75,-35.95,961.32,48.93904,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59110,2018-06-19 22:50:41:764
-0.083227,0.281714,9.938134,-0.009587,0.013582,0.011718,11.0,-20.95,13.05,-35.9,961.26,48.93904,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59209,2018-06-19 22:50:41:863
-0.084275,0.281864,9.952354,-0.004527,-7.99E-4,0.011452,11.0,-21.0,13.2,-35.85,961.2,48.93904,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59309,2018-06-19 22:50:41:963
-0.242496,0.268841,9.937236,-0.006392,0.007723,0.334493,11.0,-21.1,12.85,-35.6,961.29,48.1194,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59409,2018-06-19 22:50:42:063
0.013322,0.347577,9.937086,-0.005326,0.009055,0.639159,12.0,-21.1,13.1,-35.4,961.17,48.1194,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59509,2018-06-19 22:50:42:163
-0.071252,0.298779,9.945168,-0.001332,-2.66E-4,0.413589,11.0,-21.0,13.45,-35.35,961.29,48.1194,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59610,2018-06-19 22:50:42:264
-0.073946,0.291743,9.942026,-2.66E-4,0.001065,0.550742,13.0,-20.6,14.5,-35.45,961.29,48.1194,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59710,2018-06-19 22:50:42:364
-0.390238,0.208666,9.941128,-0.006924,0.01012,0.496413,12.0,-20.35,15.25,-35.45,961.29,50.50882,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59810,2018-06-19 22:50:42:464
-0.027692,0.324525,9.943672,0.001065,0.0,0.612793,11.0,-19.1,17.05,-35.15,961.29,50.50882,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,59910,2018-06-19 22:50:42:564
-0.14445,0.248783,9.950708,-0.007457,0.010653,0.54222,11.0,-18.05,19.6,-35.1,961.23,50.50882,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60047,2018-06-19 22:50:42:701
-0.070204,0.326022,9.939032,-0.005859,0.015446,0.690025,12.0,-17.45,20.2,-35.45,961.32,49.79021,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60110,2018-06-19 22:50:42:764
-0.121996,0.232916,9.941876,-0.006125,0.011185,0.539556,12.0,-16.6,21.2,-35.4,961.26,49.79021,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60209,2018-06-19 22:50:42:863
-0.103585,0.234712,9.945318,-0.001065,2.66E-4,0.600809,16.0,-15.65,22.0,-35.2,961.2,49.79021,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60309,2018-06-19 22:50:42:963
-0.178878,0.258812,9.94068,-0.002663,0.001598,0.42291,18.0,-14.0,23.7,-35.6,961.32,49.79021,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60410,2018-06-19 22:50:43:064
-0.089813,0.304766,9.9549,-0.005326,0.014115,0.518784,24.0,-13.15,24.45,-35.8,961.17,51.05445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60510,2018-06-19 22:50:43:164
-0.087119,0.260009,9.94487,0.002929,-0.015446,0.346744,25.0,-11.2,25.05,-36.2,961.26,51.05445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60609,2018-06-19 22:50:43:263
-0.12499,0.300874,9.94996,-0.013316,0.024501,0.369913,28.0,-10.3,25.35,-36.6,961.2,51.05445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60710,2018-06-19 22:50:43:364
-0.199236,0.267045,9.936788,-0.013582,0.007989,0.336091,26.0,-8.95,26.7,-36.5,961.2,51.05445,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60810,2018-06-19 22:50:43:464
-0.162861,0.224084,9.957744,-0.005326,0.004261,0.323308,29.0,-8.2,27.0,-36.55,961.26,51.50666,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,60909,2018-06-19 22:50:43:563
-0.123793,0.257165,9.942624,-0.012251,0.012251,0.297209,29.0,-7.4,27.2,-36.7,961.26,51.50666,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61009,2018-06-19 22:50:43:663
-0.151934,0.178579,9.943522,0.004527,-0.022637,0.264985,27.0,-6.05,27.95,-36.85,961.29,51.50666,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61111,2018-06-19 22:50:43:765
-0.128732,0.242346,9.956246,-0.003728,-0.002663,0.352336,24.0,-5.45,28.2,-36.9,961.23,51.50666,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61210,2018-06-19 22:50:43:864
-0.277972,0.210462,9.937534,-0.006392,-0.003728,0.246342,19.0,-3.95,28.45,-37.45,961.23,51.99024,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61309,2018-06-19 22:50:43:963
-0.179626,0.237855,9.956396,-0.026099,0.018642,0.249272,19.0,-3.3,28.25,-37.55,961.32,51.99024,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61410,2018-06-19 22:50:44:064
-0.150587,0.247585,9.941576,-0.00506,-0.003196,0.335558,13.0,-1.95,28.5,-37.5,961.2,51.99024,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61510,2018-06-19 22:50:44:164
-0.191152,0.177381,9.97421,-0.004261,-0.003995,0.309459,12.0,-1.15,28.45,-37.55,961.26,53.25713,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61610,2018-06-19 22:50:44:264
-0.152383,0.154179,9.97361,-0.001864,-0.006658,0.300138,11.0,-0.55,28.15,-37.5,961.26,53.25713,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61709,2018-06-19 22:50:44:363
-0.145348,0.206121,9.950258,-0.043143,0.025833,0.299339,8.0,0.55,28.6,-36.7,961.26,53.25713,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61809,2018-06-19 22:50:44:463
-0.163161,0.246238,9.958642,-0.039947,0.026365,0.292149,8.0,1.05,28.5,-36.35,961.23,53.25713,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,61910,2018-06-19 22:50:44:564
-0.197589,0.174088,9.931548,-0.023968,0.015979,0.385892,8.0,2.4,28.9,-35.65,961.33,52.85051,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62010,2018-06-19 22:50:44:664
-0.279319,0.12484,9.94966,-0.009321,0.01012,0.41279,8.0,3.35,29.15,-35.25,961.26,52.85051,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62109,2018-06-19 22:50:44:763
-0.293839,-0.027543,9.922566,0.013316,-0.023702,0.267115,8.0,5.55,29.3,-34.5,961.33,52.85051,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62210,2018-06-19 22:50:44:864
-0.303269,0.075593,9.958342,-0.005593,-0.002131,0.413323,8.0,7.0,28.95,-34.45,961.3,53.56424,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62310,2018-06-19 22:50:44:964
-0.382155,0.074994,9.950858,-0.005326,-0.001598,0.364853,6.0,8.3,28.9,-34.15,961.24,53.56424,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62409,2018-06-19 22:50:45:063
-0.271835,0.217348,9.943224,-0.012783,-0.003462,0.504136,5.0,11.0,28.35,-33.95,961.23,53.56424,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62509,2018-06-19 22:50:45:163
-0.199385,0.207918,9.94472,5.33E-4,-0.010919,0.425041,4.0,12.6,28.0,-33.85,961.26,53.56424,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62610,2018-06-19 22:50:45:264
-0.125739,0.064965,9.95939,-0.004794,0.008522,0.347543,4.0,14.7,28.25,-33.7,961.17,53.04753,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62710,2018-06-19 22:50:45:364
-0.259411,0.05284,9.951306,-0.006125,-0.006392,0.238886,4.0,15.7,28.5,-33.6,961.2,53.04753,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62809,2018-06-19 22:50:45:463
-0.13457,0.186961,9.942924,0.002397,-0.021039,0.408529,3.0,17.35,29.05,-33.65,961.26,53.04753,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,62909,2018-06-19 22:50:45:563
-0.345631,0.238604,9.92137,0.014381,-0.023968,0.447944,3.0,18.4,28.9,-33.65,961.26,53.04753,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63010,2018-06-19 22:50:45:664
-0.186362,0.076042,9.95924,-0.003728,-0.006924,0.528105,0.0,19.4,29.15,-33.3,961.26,51.08489,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63109,2018-06-19 22:50:45:763
-0.294737,0.22618,9.94008,0.030626,-0.043942,0.48363,3.0,21.15,27.95,-33.3,961.26,51.08489,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63209,2018-06-19 22:50:45:863
-0.330962,0.233814,9.997112,-0.032757,0.026099,0.392017,3.0,22.45,27.25,-33.35,961.23,51.08489,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63310,2018-06-19 22:50:45:964
-0.169148,0.127535,9.95011,0.014381,-0.03329,0.409328,3.0,24.8,24.7,-33.5,961.23,51.08489,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63410,2018-06-19 22:50:46:064
-0.159718,0.197889,9.979298,-0.045274,0.06871,0.353401,3.0,25.8,23.65,-33.55,961.17,49.00189,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63510,2018-06-19 22:50:46:164
-0.103585,0.227227,9.957744,-7.99E-4,-0.006392,0.476173,3.0,27.65,20.8,-34.05,961.29,49.00189,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63610,2018-06-19 22:50:46:264
-0.176932,0.225282,9.953402,-0.003995,-0.004527,0.381631,3.0,28.55,19.55,-34.2,961.28,49.00189,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63710,2018-06-19 22:50:46:364
-0.18292,0.258363,9.946068,0.005326,-0.018376,0.446878,0.0,28.95,18.9,-34.35,961.28,51.47537,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63809,2018-06-19 22:50:46:463
-0.104632,0.168999,9.946666,0.011984,-0.024501,0.247141,4.0,29.8,17.55,-34.25,961.25,51.47537,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,63909,2018-06-19 22:50:46:563
-0.15882,0.228724,9.943972,-0.003462,-0.002131,0.180562,4.0,30.2,16.9,-34.35,961.28,51.47537,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64009,2018-06-19 22:50:46:663
-0.123194,0.219893,9.941278,-7.99E-4,-0.017577,0.342216,4.0,31.1,15.55,-34.5,961.31,51.47537,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64109,2018-06-19 22:50:46:763
-0.017963,0.213905,9.956696,-0.001065,-0.01518,0.376571,5.0,31.65,14.5,-34.6,961.22,51.0615,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64210,2018-06-19 22:50:46:864
-0.066013,0.256417,9.95475,0.00506,-0.007989,0.42797,4.0,32.6,12.55,-34.3,961.28,51.0615,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64310,2018-06-19 22:50:46:964
-0.034578,0.260758,9.955948,-0.007191,0.005326,0.480701,4.0,33.1,11.3,-34.45,961.22,51.0615,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64410,2018-06-19 22:50:47:064
-0.022154,0.224234,9.946516,-0.003995,0.005593,0.491353,4.0,33.55,9.8,-34.4,961.28,51.0615,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64509,2018-06-19 22:50:47:163
-0.107776,0.27423,9.95954,-0.003196,0.004794,0.495881,4.0,34.4,7.1,-34.35,961.15,49.80205,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64609,2018-06-19 22:50:47:263
-0.135019,0.24504,9.94951,-0.001598,0.00506,0.462857,0.0,34.45,6.25,-34.35,961.18,49.80205,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64710,2018-06-19 22:50:47:364
-0.074395,0.278421,9.939332,-7.99E-4,0.004527,0.459928,4.0,34.5,4.15,-34.6,961.15,49.80205,43.43826,-96.68995,1311.6129,NaN,,,161.29355,,1 / 19,64810,2018-06-19 22:50:47:464
